possessor,possessed,gender,tier,is_dialogue,example
his,action,male,pronoun,True,"He generously imputed the whole to his mistaken pride, and confessed that he had before thought it beneath him to lay his private actions open to the "
his,character,male,pronoun,True,His character was to speak for itself.
his,duty,male,pronoun,True,"He called it, therefore, his duty to step forward, and endeavour to remedy an evil which had been brought on by himself."
his,search,male,pronoun,True,"He had been some days in town before he was able to discover them; but he had something to direct his search, which was more than _we_ had; and the co"
her,charge,female,pronoun,True,"There is a lady, it seems, a Mrs. Younge, who was some time ago governess to Miss Darcy, and was dismissed from her charge on some cause of disapproba"
her,trust,female,pronoun,True,"She would not betray her trust, I suppose, without bribery and corruption, for she really did know where her friend was to be found."
her,friend,female,pronoun,True,"She would not betray her trust, I suppose, without bribery and corruption, for she really did know where her friend was to be found."
her,house,female,pronoun,True,"Wickham, indeed, had gone to her on their first arrival in London; and had she been able to receive them into her house, they would have taken up thei"
his,object,male,pronoun,True,His first object with her
her,situation,female,pronoun,True,", he acknowledged, had been to persuade her to quit her present disgraceful situation, and return to her friends as soon as they could be prevailed on"
her,friend,female,pronoun,True,", he acknowledged, had been to persuade her to quit her present disgraceful situation, and return to her friends as soon as they could be prevailed on"
his,assistance,male,pronoun,True,", he acknowledged, had been to persuade her to quit her present disgraceful situation, and return to her friends as soon as they could be prevailed on"
her,friend,female,pronoun,True,She cared for none of her friends; she wanted no help of his; she would not hear of leaving Wickham.
her,feeling,female,pronoun,True,"Since such were her feelings, it only remained, he thought, to secure and expedite a marriage, which, in his very first conversation with Wickham, he "
his,conversation,male,pronoun,True,"Since such were her feelings, it only remained, he thought, to secure and expedite a marriage, which, in his very first conversation with Wickham, he "
his,design,male,pronoun,True,"Since such were her feelings, it only remained, he thought, to secure and expedite a marriage, which, in his very first conversation with Wickham, he "
lydia,flight,female,name,True,He confessed himself obliged to leave the regiment on account of some debts of honour which were very pressing; and scrupled not to lay all the ill co
her,folly,female,pronoun,True,He confessed himself obliged to leave the regiment on account of some debts of honour which were very pressing; and scrupled not to lay all the ill co
his,commission,male,pronoun,True,"He meant to resign his commission immediately; and as to his future situation, he could conjecture very little about it."
his,situation,male,pronoun,True,"He meant to resign his commission immediately; and as to his future situation, he could conjecture very little about it."
his,situation,male,pronoun,True,"Though Mr. Bennet was not imagined to be very rich, he would have been able to do something for him, and his situation must have been benefited by mar"
his,fortune,male,pronoun,True,"But he found, in reply to this question, that Wickham still cherished the hope of more effectually making his fortune by marriage, in some other count"
darcy,step,male,name,True,"Everything being settled between _them_, Mr. Darcy’s next step was to make your uncle acquainted with it, and he first called in Gracechurch Street th"
his,name,male,pronoun,True,"He did not leave his name, and till the next day it was only known that a gentleman had called on business."
his,character,male,pronoun,True,"I fancy, Lizzy, that obstinacy is the real defect of his character, after all."
his,niece,male,pronoun,True,"But at last your uncle was forced to yield, and instead of being allowed to be of use to his niece, was forced to put up with only having the probable"
his,feather,male,pronoun,True,"But at last your uncle was forced to yield, and instead of being allowed to be of use to his niece, was forced to put up with only having the probable"
his,debt,male,pronoun,True,"His debts are to be paid, amounting, I believe, to considerably more than a thousand pounds, another thousand in addition to her own settled upon _her"
her,own,female,pronoun,True,"His debts are to be paid, amounting, I believe, to considerably more than a thousand pounds, another thousand in addition to her own settled upon _her"
his,commission,male,pronoun,True,"His debts are to be paid, amounting, I believe, to considerably more than a thousand pounds, another thousand in addition to her own settled upon _her"
his,reserve,male,pronoun,True,"It was owing to him, to his reserve and want of proper consideration, that Wickham’s character had been so misunderstood, and consequently that he had"
wickham,character,male,name,True,"It was owing to him, to his reserve and want of proper consideration, that Wickham’s character had been so misunderstood, and consequently that he had"
his,reserve,male,pronoun,True,"Perhaps there was some truth in _this_; though I doubt whether _his_ reserve, or _anybody’s_ reserve can be answerable for the event."
his,friend,male,pronoun,True,"When all this was resolved on, he returned again to his friends, who were still staying at Pemberley; but it was agreed that he should be in London on"
jane,letter,female,name,True,_He_ was exactly what he had been when I knew him in Hertfordshire; but I would not tell you how little I was satisfied with _her_ behaviour while she
her,conduct,female,pronoun,True,_He_ was exactly what he had been when I knew him in Hertfordshire; but I would not tell you how little I was satisfied with _her_ behaviour while she
her,family,female,pronoun,True,"I talked to her repeatedly in the most serious manner, representing to her the wickedness of what she had done, and all the unhappiness she had brough"
his,return,male,pronoun,True,"Mr. Darcy was punctual in his return, and, as Lydia informed you, attended the wedding."
his,behaviour,male,pronoun,True,"His behaviour to us has, in every respect, been as pleasing as when we were in Derbyshire."
his,understanding,male,pronoun,True,"His understanding and opinions all please me; he wants nothing but a little more liveliness, and _that_, if he marry _prudently_, his wife may teach h"
his,wife,male,pronoun,True,"His understanding and opinions all please me; he wants nothing but a little more liveliness, and _that_, if he marry _prudently_, his wife may teach h"
her,sister,female,pronoun,False,"The vague and unsettled suspicions which uncertainty had produced, of what Mr. Darcy might have been doing to forward her sister’s match--which she ha"
sister,match,female,role_noun,False,"The vague and unsettled suspicions which uncertainty had produced, of what Mr. Darcy might have been doing to forward her sister’s match--which she ha"
her,heart,female,pronoun,False,Her heart did whisper that he had done it for her.
her,vanity,female,pronoun,False,"But it was a hope shortly checked by other considerations; and she soon felt that even her vanity was insufficient, when required to depend on his aff"
his,affection,male,pronoun,False,"But it was a hope shortly checked by other considerations; and she soon felt that even her vanity was insufficient, when required to depend on his aff"
his,interference,male,pronoun,False,"But he had given a reason for his interference, which asked no extraordinary stretch of belief."
his,inducement,male,pronoun,False,"It was reasonable that he should feel he had been wrong; he had liberality, and he had the means of exercising it; and though she would not place hers"
his,endeavour,male,pronoun,False,"It was reasonable that he should feel he had been wrong; he had liberality, and he had the means of exercising it; and though she would not place hers"
her,peace,female,pronoun,False,"It was reasonable that he should feel he had been wrong; he had liberality, and he had the means of exercising it; and though she would not place hers"
her,character,female,pronoun,False,"They owed the restoration of Lydia, her character, everything to him."
her,aunt,female,pronoun,False,She read over her aunt’s commendation of him again and again.
her,uncle,female,pronoun,False,"She was even sensible of some pleasure, though mixed with regret, on finding how steadfastly both she and her uncle had been persuaded that affection "
her,seat,female,pronoun,False,"She was roused from her seat and her reflections, by someone’s approach; and, before she could strike into another path, she was overtaken by Wickham."
her,reflection,female,pronoun,False,"She was roused from her seat and her reflections, by someone’s approach; and, before she could strike into another path, she was overtaken by Wickham."
his,lip,male,pronoun,False,"“Certainly,” he replied, biting his lips."
his,marriage,male,pronoun,True,"“Perhaps preparing for his marriage with Miss de Bourgh,” said Elizabeth."
his,sister,male,pronoun,True,“Yes; he introduced us to his sister.”
her,sister,female,pronoun,False,"They were now almost at the door of the house, for she had walked fast to get rid of him; and unwilling, for her sister’s sake, to provoke him, she on"
sister,sake,female,role_noun,False,"They were now almost at the door of the house, for she had walked fast to get rid of him; and unwilling, for her sister’s sake, to provoke him, she on"
her,hand,female,pronoun,False,"She held out her hand: he kissed it with affectionate gallantry, though he hardly knew how to look, and they entered the house."
his,sister,male,pronoun,False,"[Illustration] Mr. Wickham was so perfectly satisfied with this conversation, that he never again distressed himself, or provoked his dear sister Eliz"
his,departure,male,pronoun,False,"The day of his and Lydia’s departure soon came; and Mrs. Bennet was forced to submit to a separation, which, as her husband by no means entered into h"
her,husband,female,pronoun,False,"The day of his and Lydia’s departure soon came; and Mrs. Bennet was forced to submit to a separation, which, as her husband by no means entered into h"
her,scheme,female,pronoun,False,"The day of his and Lydia’s departure soon came; and Mrs. Bennet was forced to submit to a separation, which, as her husband by no means entered into h"
wickham,adieus,male,name,False,Mr. Wickham’s adieus were much more affectionate than his wife’s.
his,wife,male,pronoun,False,Mr. Wickham’s adieus were much more affectionate than his wife’s.
her,daughter,female,pronoun,False,The loss of her daughter made Mrs. Bennet very dull for several days.
her,husband,female,pronoun,True,Lydia does not leave me because she is married; but only because her husband’s regiment happens to be so far off.
husband,regiment,male,role_noun,True,Lydia does not leave me because she is married; but only because her husband’s regiment happens to be so far off.
her,mind,female,pronoun,False,"But the spiritless condition which this event threw her into was shortly relieved, and her mind opened again to the agitation of hope, by an article o"
her,master,female,pronoun,False,"The housekeeper at Netherfield had received orders to prepare for the arrival of her master, who was coming down in a day or two, to shoot there for s"
her,head,female,pronoun,False,"She looked at Jane, and smiled, and shook her head, by turns."
his,name,male,pronoun,False,"It was many months since she had mentioned his name to Elizabeth; but now, as soon as they were alone together, she said,-- “I saw you look at me to-d"
his,friend,male,pronoun,False,"Had she not seen him in Derbyshire, she might have supposed him capable of coming there with no other view than what was acknowledged; but she still t"
her,sister,female,pronoun,False,"In spite of what her sister declared, and really believed to be her feelings, in the expectation of his arrival, Elizabeth could easily perceive that "
her,feeling,female,pronoun,False,"In spite of what her sister declared, and really believed to be her feelings, in the expectation of his arrival, Elizabeth could easily perceive that "
his,arrival,male,pronoun,False,"In spite of what her sister declared, and really believed to be her feelings, in the expectation of his arrival, Elizabeth could easily perceive that "
her,spirit,female,pronoun,False,"In spite of what her sister declared, and really believed to be her feelings, in the expectation of his arrival, Elizabeth could easily perceive that "
his,wife,male,pronoun,False,"His wife represented to him how absolutely necessary such an attention would be from all the neighbouring gentlemen, on his returning to Netherfield."
her,husband,female,pronoun,False,"Consoled by this resolution, she was the better able to bear her husband’s incivility; though it was very mortifying to know that her neighbours might"
husband,incivility,male,role_noun,False,"Consoled by this resolution, she was the better able to bear her husband’s incivility; though it was very mortifying to know that her neighbours might"
her,neighbour,female,pronoun,False,"Consoled by this resolution, she was the better able to bear her husband’s incivility; though it was very mortifying to know that her neighbours might"
his,arrival,male,pronoun,False,"As the day of his arrival drew near,-- “I begin to be sorry that he comes at all,” said Jane to her sister."
her,sister,female,pronoun,False,"As the day of his arrival drew near,-- “I begin to be sorry that he comes at all,” said Jane to her sister."
his,stay,male,pronoun,True,Happy shall I be when his stay at Netherfield is over!”
her,side,female,pronoun,False,"Mrs. Bennet, through the assistance of servants, contrived to have the earliest tidings of it, that the period of anxiety and fretfulness on her side "
his,arrival,male,pronoun,False,"But on the third morning after his arrival in Hertfordshire, she saw him from her dressing-room window enter the paddock, and ride towards the house."
her,window,female,pronoun,False,"But on the third morning after his arrival in Hertfordshire, she saw him from her dressing-room window enter the paddock, and ride towards the house."
her,daughter,female,pronoun,False,Her daughters were eagerly called to partake of her joy.
her,joy,female,pronoun,False,Her daughters were eagerly called to partake of her joy.
her,place,female,pronoun,False,"Jane resolutely kept her place at the table; but Elizabeth, to satisfy her mother, went to the window--she looked--she saw Mr. Darcy with him, and sat"
her,mother,female,pronoun,False,"Jane resolutely kept her place at the table; but Elizabeth, to satisfy her mother, went to the window--she looked--she saw Mr. Darcy with him, and sat"
her,sister,female,pronoun,False,"Jane resolutely kept her place at the table; but Elizabeth, to satisfy her mother, went to the window--she looked--she saw Mr. Darcy with him, and sat"
his,name,male,pronoun,True,"Mr. what’s his name--that tall, proud man.”"
her,sister,female,pronoun,False,"She knew but little of their meeting in Derbyshire, and therefore felt for the awkwardness which must attend her sister, in seeing him almost for the "
his,letter,male,pronoun,False,"She knew but little of their meeting in Derbyshire, and therefore felt for the awkwardness which must attend her sister, in seeing him almost for the "
her,dislike,female,pronoun,False,"Each felt for the other, and of course for themselves; and their mother talked on of her dislike of Mr. Darcy, and her resolution to be civil to him o"
her,resolution,female,pronoun,False,"Each felt for the other, and of course for themselves; and their mother talked on of her dislike of Mr. Darcy, and her resolution to be civil to him o"
bingley,friend,male,name,False,"Each felt for the other, and of course for themselves; and their mother talked on of her dislike of Mr. Darcy, and her resolution to be civil to him o"
her,change,female,pronoun,False,"But Elizabeth had sources of uneasiness which could not yet be suspected by Jane, to whom she had never yet had courage to show Mrs. Gardiner’s letter"
her,information,female,pronoun,False,"To Jane, he could be only a man whose proposals she had refused, and whose merits she had undervalued; but to her own more extensive information, he w"
her,astonishment,female,pronoun,False,"Her astonishment at his coming--at his coming to Netherfield, to Longbourn, and voluntarily seeking her again, was almost equal to what she had known "
his,coming,male,pronoun,False,"Her astonishment at his coming--at his coming to Netherfield, to Longbourn, and voluntarily seeking her again, was almost equal to what she had known "
his,behaviour,male,pronoun,False,"Her astonishment at his coming--at his coming to Netherfield, to Longbourn, and voluntarily seeking her again, was almost equal to what she had known "
her,face,female,pronoun,False,"The colour which had been driven from her face returned for half a minute with an additional glow, and a smile of delight added lustre to her eyes, as"
her,eye,female,pronoun,False,"The colour which had been driven from her face returned for half a minute with an additional glow, and a smile of delight added lustre to her eyes, as"
his,affection,male,pronoun,False,"The colour which had been driven from her face returned for half a minute with an additional glow, and a smile of delight added lustre to her eyes, as"
her,eye,female,pronoun,False,"She sat intently at work, striving to be composed, and without daring to lift up her eyes, till anxious curiosity carried them to the face of her sist"
her,sister,female,pronoun,False,"She sat intently at work, striving to be composed, and without daring to lift up her eyes, till anxious curiosity carried them to the face of her sist"
gentleman,appearing,male,role_noun,False,"On the gentlemen’s appearing, her colour increased; yet she received them with tolerable ease, and with a propriety of behaviour equally free from any"
her,colour,female,pronoun,False,"On the gentlemen’s appearing, her colour increased; yet she received them with tolerable ease, and with a propriety of behaviour equally free from any"
her,work,female,pronoun,False,"Elizabeth said as little to either as civility would allow, and sat down again to her work, with an eagerness which it did not often command."
her,mother,female,pronoun,False,"But, perhaps, he could not in her mother’s presence be what he was before her uncle and aunt."
mother,presence,female,role_noun,False,"But, perhaps, he could not in her mother’s presence be what he was before her uncle and aunt."
her,uncle,female,pronoun,False,"But, perhaps, he could not in her mother’s presence be what he was before her uncle and aunt."
her,daughter,female,pronoun,False,"He was received by Mrs. Bennet with a degree of civility which made her two daughters ashamed, especially when contrasted with the cold and ceremoniou"
her,courtesy,female,pronoun,False,"He was received by Mrs. Bennet with a degree of civility which made her two daughters ashamed, especially when contrasted with the cold and ceremoniou"
his,friend,male,pronoun,False,"He was received by Mrs. Bennet with a degree of civility which made her two daughters ashamed, especially when contrasted with the cold and ceremoniou"
her,mother,female,pronoun,False,"Elizabeth particularly, who knew that her mother owed to the latter the preservation of her favourite daughter from irremediable infamy, was hurt and "
her,daughter,female,pronoun,False,"Elizabeth particularly, who knew that her mother owed to the latter the preservation of her favourite daughter from irremediable infamy, was hurt and "
his,silence,male,pronoun,False,He was not seated by her: perhaps that was the reason of his silence; but it had not been so in Derbyshire.
her,friend,female,pronoun,False,There he had talked to her friends when he could not to herself.
his,voice,male,pronoun,False,"But now several minutes elapsed, without bringing the sound of his voice; and when occasionally, unable to resist the impulse of curiosity, she raised"
her,eye,female,pronoun,False,"But now several minutes elapsed, without bringing the sound of his voice; and when occasionally, unable to resist the impulse of curiosity, she raised"
his,face,male,pronoun,False,"But now several minutes elapsed, without bringing the sound of his voice; and when occasionally, unable to resist the impulse of curiosity, she raised"
his,sister,male,pronoun,False,"She inquired after his sister, but could do no more."
her,father,female,pronoun,True,"It was only said, ‘Lately, George Wickham, Esq., to Miss Lydia Bennet,’ without there being a syllable said of her father, or the place where she live"
his,congratulation,male,pronoun,False,"Bingley replied that he did, and made his congratulations."
her,eye,female,pronoun,False,Elizabeth dared not lift up her eyes.
her,mother,female,pronoun,False,"“It is a delightful thing, to be sure, to have a daughter well married,” continued her mother; “but at the same time, Mr. Bingley, it is very hard to "
his,regiment,male,pronoun,True,"His regiment is there; for I suppose you have heard of his leaving the ----shire, and of his being gone into the Regulars."
her,seat,female,pronoun,False,"Elizabeth, who knew this to be levelled at Mr. Darcy, was in such misery of shame that she could hardly keep her seat."
her,mother,female,pronoun,False,"“When you have killed all your own birds, Mr. Bingley,” said her mother, “I beg you will come here and shoot as many as you please on Mr. Bennet’s man"
bennet,manor,male,name,True,"“When you have killed all your own birds, Mr. Bingley,” said her mother, “I beg you will come here and shoot as many as you please on Mr. Bennet’s man"
elizabeth,misery,female,name,False,"Elizabeth’s misery increased at such unnecessary, such officious attention!"
her,sister,female,pronoun,False,"Yet the misery, for which years of happiness were to offer no compensation, received soon afterwards material relief, from observing how much the beau"
her,lover,female,pronoun,False,"Yet the misery, for which years of happiness were to offer no compensation, received soon afterwards material relief, from observing how much the beau"
his,attention,male,pronoun,False,"When first he came in, he had spoken to her but little, but every five minutes seemed to be giving her more of his attention."
her,mind,female,pronoun,False,"Jane was anxious that no difference should be perceived in her at all, and was really persuaded that she talked as much as ever; but her mind was so b"
her,civility,female,pronoun,False,"When the gentlemen rose to go away, Mrs. Bennet was mindful of her intended civility, and they were invited and engaged to dine at Longbourn in a few "
his,concern,male,pronoun,False,"Bingley looked a little silly at this reflection, and said something of his concern at having been prevented by business."
her,spirit,female,pronoun,False,"[Illustration] As soon as they were gone, Elizabeth walked out to recover her spirits; or, in other words, to dwell without interruption on those subj"
darcy,behaviour,male,name,False,Mr. Darcy’s behaviour astonished and vexed her.
her,resolution,female,pronoun,False,"Her resolution was for a short time involuntarily kept by the approach of her sister, who joined her with a cheerful look which showed her better sati"
her,sister,female,pronoun,False,"Her resolution was for a short time involuntarily kept by the approach of her sister, who joined her with a cheerful look which showed her better sati"
his,coming,male,pronoun,True,"I know my own strength, and I shall never be embarrassed again by his coming."
her,sister,female,pronoun,False,"When they repaired to the dining-room, Elizabeth eagerly watched to see whether Bingley would take the place which, in all their former parties, had b"
her,mother,female,pronoun,False,"Her prudent mother, occupied by the same ideas, forbore to invite him to sit by herself."
his,friend,male,pronoun,False,"Elizabeth, with a triumphant sensation, looked towards his friend."
his,sanction,male,pronoun,False,"He bore it with noble indifference; and she would have imagined that Bingley had received his sanction to be happy, had she not seen his eyes likewise"
his,eye,male,pronoun,False,"He bore it with noble indifference; and she would have imagined that Bingley had received his sanction to be happy, had she not seen his eyes likewise"
his,behaviour,male,pronoun,False,"His behaviour to her sister was such during dinnertime as showed an admiration of her, which, though more guarded than formerly, persuaded Elizabeth, "
her,sister,female,pronoun,False,"His behaviour to her sister was such during dinnertime as showed an admiration of her, which, though more guarded than formerly, persuaded Elizabeth, "
jane,happiness,female,name,False,"His behaviour to her sister was such during dinnertime as showed an admiration of her, which, though more guarded than formerly, persuaded Elizabeth, "
his,own,male,pronoun,False,"His behaviour to her sister was such during dinnertime as showed an admiration of her, which, though more guarded than formerly, persuaded Elizabeth, "
his,behaviour,male,pronoun,False,"Though she dared not depend upon the consequence, she yet received pleasure from observing his behaviour."
her,spirit,female,pronoun,False,It gave her all the animation that her spirits could boast; for she was in no cheerful humour.
her,mother,female,pronoun,False,He was on one side of her mother.
her,mother,female,pronoun,False,"Her mother’s ungraciousness made the sense of what they owed him more painful to Elizabeth’s mind; and she would, at times, have given anything to be "
mother,ungraciousness,female,role_noun,False,"Her mother’s ungraciousness made the sense of what they owed him more painful to Elizabeth’s mind; and she would, at times, have given anything to be "
elizabeth,mind,female,name,False,"Her mother’s ungraciousness made the sense of what they owed him more painful to Elizabeth’s mind; and she would, at times, have given anything to be "
his,kindness,male,pronoun,False,"Her mother’s ungraciousness made the sense of what they owed him more painful to Elizabeth’s mind; and she would, at times, have given anything to be "
his,entrance,male,pronoun,False,She was in hopes that the evening would afford some opportunity of bringing them together; that the whole of the visit would not pass away without ena
her,chance,female,pronoun,False,She looked forward to their entrance as the point on which all her chance of pleasure for the evening must depend.
her,hope,female,pronoun,False,The gentlemen came; and she thought he looked as if he would have answered her hopes;
gentleman,approach,male,role_noun,False,"And on the gentlemen’s approaching, one of the girls moved closer to her than ever, and said, in a whisper,-- “The men shan’t come and part us, I am d"
her,eye,female,pronoun,False,"She followed him with her eyes, envied everyone to whom he spoke, had scarcely patience enough to help anybody to coffee, and then was enraged against"
his,love,male,pronoun,True,How could I ever be foolish enough to expect a renewal of his love?
his,cup,male,pronoun,False,"She was a little revived, however, by his bringing back his coffee-cup himself; and she seized the opportunity of saying,-- “Is your sister at Pemberl"
her,friend,female,pronoun,True,Have all her friends left her?”
her,view,female,pronoun,False,"When the tea things were removed, and the card tables placed, the ladies all rose; and Elizabeth was then hoping to be soon joined by him, when all he"
her,mother,female,pronoun,False,"When the tea things were removed, and the card tables placed, the ladies all rose; and Elizabeth was then hoping to be soon joined by him, when all he"
mother,rapacity,female,role_noun,False,"When the tea things were removed, and the card tables placed, the ladies all rose; and Elizabeth was then hoping to be soon joined by him, when all he"
his,eye,male,pronoun,False,"They were confined for the evening at different tables; and she had nothing to hope, but that his eyes were so often turned towards her side of the ro"
her,side,female,pronoun,False,"They were confined for the evening at different tables; and she had nothing to hope, but that his eyes were so often turned towards her side of the ro"
her,niece,female,pronoun,True,"I do think Mrs. Long is as good a creature as ever lived--and her nieces are very pretty behaved girls, and not at all handsome: I like them prodigiou"
her,niece,female,pronoun,True,[Illustration: “M^{rs}. Long and her nieces.” ]
bingley,behaviour,male,name,False,"Mrs. Bennet, in short, was in very great spirits: she had seen enough of Bingley’s behaviour to Jane to be convinced that she would get him at last; a"
her,expectation,female,pronoun,False,"Mrs. Bennet, in short, was in very great spirits: she had seen enough of Bingley’s behaviour to Jane to be convinced that she would get him at last; a"
her,family,female,pronoun,False,"Mrs. Bennet, in short, was in very great spirits: she had seen enough of Bingley’s behaviour to Jane to be convinced that she would get him at last; a"
his,proposal,male,pronoun,False,"Mrs. Bennet, in short, was in very great spirits: she had seen enough of Bingley’s behaviour to Jane to be convinced that she would get him at last; a"
his,conversation,male,pronoun,True,I assure you that I have now learnt to enjoy his conversation as an agreeable and sensible young man without having a wish beyond it.
his,manner,male,pronoun,True,"I am perfectly satisfied, from what his manners now are, that he never had any design of engaging my affection."
her,sister,female,pronoun,False,"“You are very cruel,” said her sister, “you will not let me smile, and are provoking me to it every moment.”"
his,friend,male,pronoun,False,"His friend had left him that morning for London, but was to return home in ten days’ time."
her,invitation,female,pronoun,False,"Yes, he had no engagement at all for to-morrow; and her invitation was accepted with alacrity."
her,daughter,female,pronoun,False,"In ran Mrs. Bennet to her daughters’ room, in her dressing-gown, and with her hair half finished, crying out,-- “My dear Jane, make haste and hurry do"
daughter,room,female,role_noun,False,"In ran Mrs. Bennet to her daughters’ room, in her dressing-gown, and with her hair half finished, crying out,-- “My dear Jane, make haste and hurry do"
her,gown,female,pronoun,False,"In ran Mrs. Bennet to her daughters’ room, in her dressing-gown, and with her hair half finished, crying out,-- “My dear Jane, make haste and hurry do"
her,hair,female,pronoun,False,"In ran Mrs. Bennet to her daughters’ room, in her dressing-gown, and with her hair half finished, crying out,-- “My dear Jane, make haste and hurry do"
her,gown,female,pronoun,True,"Here, Sarah, come to Miss Bennet this moment, and help her on with her gown."
lizzy,hair,female,name,True,Never mind Miss Lizzy’s hair.”
her,mother,female,pronoun,False,"But when her mother was gone, Jane would not be prevailed on to go down without one of her sisters."
her,sister,female,pronoun,False,"But when her mother was gone, Jane would not be prevailed on to go down without one of her sisters."
his,custom,male,pronoun,False,"After tea, Mr. Bennet retired to the library, as was his custom, and Mary went upstairs to her instrument."
her,instrument,female,pronoun,False,"After tea, Mr. Bennet retired to the library, as was his custom, and Mary went upstairs to her instrument."
her,distress,female,pronoun,False,"Jane instantly gave a look at Elizabeth which spoke her distress at such premeditation, and her entreaty that _she_ would not give in to it."
her,entreaty,female,pronoun,False,"Jane instantly gave a look at Elizabeth which spoke her distress at such premeditation, and her entreaty that _she_ would not give in to it."
her,mother,female,pronoun,False,"“We may as well leave them by themselves, you know,” said her mother as soon as she was in the hall."
her,mother,female,pronoun,False,"Elizabeth made no attempt to reason with her mother, but remained quietly in the hall till she and Kitty were out of sight, then returned into the dra"
bennet,scheme,female,name,False,Mrs. Bennet’s schemes for this day were ineffectual.
her,daughter,female,pronoun,False,"Bingley was everything that was charming, except the professed lover of her daughter."
his,ease,male,pronoun,False,"His ease and cheerfulness rendered him a most agreeable addition to their evening party; and he bore with the ill-judged officiousness of the mother, "
her,remark,female,pronoun,False,"His ease and cheerfulness rendered him a most agreeable addition to their evening party; and he bore with the ill-judged officiousness of the mother, "
his,own,male,pronoun,False,"He scarcely needed an invitation to stay supper; and before he went away an engagement was formed, chiefly through his own and Mrs. Bennet’s means, fo"
her,husband,female,pronoun,False,"He scarcely needed an invitation to stay supper; and before he went away an engagement was formed, chiefly through his own and Mrs. Bennet’s means, fo"
her,indifference,female,pronoun,False,"After this day, Jane said no more of her indifference."
gentleman,concurrence,male,role_noun,False,"Seriously, however, she felt tolerably persuaded that all this must have taken place with that gentleman’s concurrence."
his,appointment,male,pronoun,False,"Bingley was punctual to his appointment; and he and Mr. Bennet spent the morning together, as had been agreed on."
his,companion,male,pronoun,False,The latter was much more agreeable than his companion expected.
his,ridicule,male,pronoun,False,"There was nothing of presumption or folly in Bingley that could provoke his ridicule, or disgust him into silence; and he was more communicative, and "
bennet,invention,female,name,False,Bingley of course returned with him to dinner; and in the evening Mrs. Bennet’s invention was again at work to get everybody away from him and her dau
her,daughter,female,pronoun,False,Bingley of course returned with him to dinner; and in the evening Mrs. Bennet’s invention was again at work to get everybody away from him and her dau
her,mother,female,pronoun,False,"Elizabeth, who had a letter to write, went into the breakfast-room for that purpose soon after tea; for as the others were all going to sit down to ca"
mother,scheme,female,role_noun,False,"Elizabeth, who had a letter to write, went into the breakfast-room for that purpose soon after tea; for as the others were all going to sit down to ca"
her,letter,female,pronoun,False,"But on her returning to the drawing-room, when her letter was finished, she saw, to her infinite surprise, there was reason to fear that her mother ha"
her,surprise,female,pronoun,False,"But on her returning to the drawing-room, when her letter was finished, she saw, to her infinite surprise, there was reason to fear that her mother ha"
her,mother,female,pronoun,False,"But on her returning to the drawing-room, when her letter was finished, she saw, to her infinite surprise, there was reason to fear that her mother ha"
her,sister,female,pronoun,False,"On opening the door, she perceived her sister and Bingley standing together over the hearth, as if engaged in earnest conversation; and had this led t"
her,sister,female,pronoun,False,"Not a syllable was uttered by either; and Elizabeth was on the point of going away again, when Bingley, who as well as the other had sat down, suddenl"
elizabeth,congratulation,female,name,False,"Elizabeth’s congratulations were given with a sincerity, a warmth, a delight, which words could but poorly express."
her,sister,female,pronoun,False,"But she would not allow herself to stay with her sister, or say half that remained to be said, for the present."
her,solicitude,female,pronoun,True,"“I would not on any account trifle with her affectionate solicitude, or allow her to hear it from anyone but myself."
her,mother,female,pronoun,False,"She then hastened away to her mother, who had purposely broken up the card-party, and was sitting upstairs with Kitty."
his,friend,male,pronoun,True,"“And this,” said she, “is the end of all his friend’s anxious circumspection! of all his sister’s falsehood and contrivance!"
his,sister,male,pronoun,True,"“And this,” said she, “is the end of all his friend’s anxious circumspection! of all his sister’s falsehood and contrivance!"
sister,falsehood,female,role_noun,True,"“And this,” said she, “is the end of all his friend’s anxious circumspection! of all his sister’s falsehood and contrivance!"
her,father,female,pronoun,False,"In a few minutes she was joined by Bingley, whose conference with her father had been short and to the purpose."
her,delight,female,pronoun,False,Elizabeth honestly and heartily expressed her delight in the prospect of their relationship.
her,sister,female,pronoun,False,"They shook hands with great cordiality; and then, till her sister came down, she had to listen to all he had to say of his own happiness, and of Jane’"
his,happiness,male,pronoun,False,"They shook hands with great cordiality; and then, till her sister came down, she had to listen to all he had to say of his own happiness, and of Jane’"
jane,perfection,female,name,False,"They shook hands with great cordiality; and then, till her sister came down, she had to listen to all he had to say of his own happiness, and of Jane’"
his,expectation,male,pronoun,False,"They shook hands with great cordiality; and then, till her sister came down, she had to listen to all he had to say of his own happiness, and of Jane’"
bennet,mind,female,name,False,"It was an evening of no common delight to them all; the satisfaction of Miss Bennet’s mind gave such a glow of sweet animation to her face, as made he"
her,face,female,pronoun,False,"It was an evening of no common delight to them all; the satisfaction of Miss Bennet’s mind gave such a glow of sweet animation to her face, as made he"
her,turn,female,pronoun,False,"Kitty simpered and smiled, and hoped her turn was coming soon."
her,consent,female,pronoun,False,"Mrs. Bennet could not give her consent, or speak her approbation in terms warm enough to satisfy her feelings, though she talked to Bingley of nothing"
her,approbation,female,pronoun,False,"Mrs. Bennet could not give her consent, or speak her approbation in terms warm enough to satisfy her feelings, though she talked to Bingley of nothing"
